folder,folder_idx,picked_images,top1_species,top1_score,top5_species,top5_scores,status_code,error
262_08549_nigra,262,46c03464-c489-4094-ad3d-314470c7efee.jpg;d981b43b-74a8-4612-90a9-a8fe6a8258e7.jpg;c5df401b-a3fe-4f1c-908d-61ac579b4965.jpg,Fraxinus excelsior,0.9426,Fraxinus excelsior;Fraxinus nigra;Juglans nigra;Fraxinus americana;Juglans mandshurica,0.9426;0.22593;0.22183;0.08054;0.04214,200,
263_08550_pennsylvanica,263,2aa0fe39-3d4a-4558-bff5-dce3e0b4015d.jpg;15aedb32-7e09-4dd8-ad58-fb0e3eb489b1.jpg;f06c2d66-8aa3-4627-aa1e-220f4a27d4e9.jpg,Fraxinus ornus,0.37813,Fraxinus ornus;Fraxinus pennsylvanica;Fraxinus excelsior;Fraxinus americana;Fraxinus latifolia,0.37813;0.25208;0.21826;0.15027;0.07802,200,
264_08551_velutina,264,2e240791-9e95-43f8-8a27-ec19b0b901d0.jpg;c4a53c2b-02fc-40e6-a4df-b4294bf27385.jpg;914031fe-c07b-4a6c-ae94-7ed4e691675d.jpg,Fraxinus velutina,0.86266,Fraxinus velutina;Fraxinus ornus;Fraxinus angustifolia;Fraxinus berlandieriana;Fraxinus uhdei,0.86266;0.28975;0.24755;0.20244;0.05794,200,
265_08552_lucidum,265,671cd861-c810-4161-9bde-0ba2cc540aa2.jpg;d794634e-5300-4b17-95fc-f0790f7c21ab.jpg;92908de4-1fc5-4d80-8e5a-9baa94fdb1dc.jpg,Ligustrum vulgare,0.85761,Ligustrum vulgare;Ligustrum lucidum;Ximenia americana;Ilex decidua;Ligustrum japonicum,0.85761;0.52551;0.33757;0.21965;0.17746,200,
266_08554_sinense,266,0755b8e8-f61b-4e2d-8324-8b876143be7f.jpg;565b8c94-2ab1-4a59-86a0-f78874132b5a.jpg;7e104190-f543-4c1f-96bb-233cf85a118f.jpg,Ligustrum sinense,0.9374,Ligustrum sinense;Ilex vomitoria;Ligustrum vulgare;Ligustrum obtusifolium;Salix myrsinifolia,0.9374;0.19495;0.06114;0.05879;0.05002,200,
267_08556_europaea,267,2a45027c-16ab-49e3-b532-e5d4cccf9734.jpg;dfa357e3-ad13-4f90-a64a-b2a01c926531.jpg;f4130f9d-fba2-4d7a-bdfc-810d7cd003f0.jpg,Olea europaea,0.82993,Olea europaea;Lithocarpus glaber;Myrtus communis;Phillyrea latifolia;Nageia nagi,0.82993;0.10623;0.05131;0.02908;0.02884,200,
268_08557_vulgaris,268,e2d07108-1189-436c-ab83-549439a1c384.jpg;f8cd2b65-c52a-45ea-9f79-b504479adacf.jpg;a5399932-6765-4709-b7d6-7ec0e505b2b8.jpg,Syringa vulgaris,0.46654,Syringa vulgaris;Syringa persica;Syringa oblata;Syringa × chinensis;Syringa villosa,0.46654;0.44398;0.21389;0.01333;0.01295,200,
269_08619_tomentosa,269,b102e4e0-6d8c-4221-9cb6-744fb54ae9c2.jpg;0114141f-601c-404a-950b-38a0ed200657.jpg;6c64720f-6744-4baf-b249-4724c3064188.jpg,Paulownia tomentosa,0.36927,Paulownia tomentosa;Tilia americana;Morus nigra;Morus alba;Tilia platyphyllos,0.36927;0.23716;0.08051;0.06939;0.04919,200,
270_08708_cordata,270,4e512b85-8351-491b-80e4-29f38a3213b2.jpg;38278d99-94e7-4de6-b60a-01104738df3a.jpg;74324c9b-dd20-4831-8804-315bef303d19.jpg,Buddleja cordata,0.55211,Buddleja cordata;Buddleja americana;Elaeagnus angustifolia;Buddleja acuminata;Buddleja incana,0.55211;0.09677;0.0369;0.02284;0.02096,200,
271_08709_davidii,271,578e67d3-a4dd-4caa-aad8-b7654b1c230c.jpg;3c82d09d-8915-4df9-ab24-1dee01f2fd59.jpg;e92990fc-24f3-4d24-8dae-68b90bb19d72.jpg,Buddleja japonica,0.56596,Buddleja japonica;Buddleja davidii;Rumex obtusifolius;Buddleja alternifolia;Vernonia baldwinii,0.56596;0.48739;0.02535;0.01319;0.00957,200,
272_08720_lucida,272,15680a17-1511-4ae4-966f-d548a18731d1.jpg;266b1cd8-6dc8-42d5-a69c-fe6db92d1fa5.jpg;e6a24223-289d-4fad-ba2a-f25f6b28afbd.jpg,Halleria lucida,0.97655,Halleria lucida;Desfontainia spinosa;Centropogon trianae;Woodfordia fruticosa;Halleria elliptica,0.97655;0.00761;0.00661;0.003;0.00231,200,
273_08744_novae-zelandiae,273,7624175f-a6f5-4bb8-a481-1850bb4c26e4.jpg;7921f173-deca-45dc-ba36-0955a812383c.jpg;4ede3c9a-95d9-4cb5-b14b-5a02ba7ae79e.jpg,Laurelia novae-zelandiae,0.43128,Laurelia novae-zelandiae;Coprosma rotundifolia;Claoxylon racemiflorum;Geniostoma novae-caledoniae;Ripogonum scandens,0.43128;0.04441;0.04191;0.03565;0.03276,200,
274_08747_tawa,274,566f1a21-d4f2-4d85-b6a9-24b956594634.jpg;ce757b5f-d22f-4947-a269-0c7ccef7ab47.jpg;dd8466de-f47c-43a6-b8e9-a174b1073cd9.jpg,Beilschmiedia tawa,0.91465,Beilschmiedia tawa;Nothofagus fusca;Nothofagus nitida;Nothofagus moorei;Laureliopsis philippiana,0.91465;0.0679;0.04941;0.04419;0.0433,200,
275_08749_camphora,275,18b83338-1f8a-432d-8487-0dd5b4094b97.jpg;69961800-eb0b-4a25-aa52-f331f695a5bd.jpg;eb5de528-4547-4f82-9e15-8105cc2021b6.jpg,Camphora officinarum,0.53827,Camphora officinarum;Camphora glandulifera;Cinnamomum chekiangense;Ocotea obtusata;Quercus acuta,0.53827;0.10516;0.04215;0.04157;0.03523,200,
276_08750_nobilis,276,af9524d8-293d-4406-9905-f31a5195ae25.jpg;b90d8d4a-ae90-44d8-8c5a-cf94b590a3af.jpg;f4af1f68-9f35-4d82-8ad7-7d4ae3912bd8.jpg,Phillyrea latifolia,0.66347,Phillyrea latifolia;Laurus nobilis;Laurus azorica;Laurus novocanariensis;Tamala borbonia,0.66347;0.56239;0.43417;0.0163;0.01335,200,
277_08752_americana,277,787f58c2-b474-437c-9620-e36988c59342.jpg;f9a04204-0eff-4ae4-9708-54fb0c0b1dfd.jpg;738b70ad-dc12-4f90-b093-64c575769872.jpg,Persea americana,0.98189,Persea americana;Persea schiedeana;Damburneya purpurea;Monodora myristica;Beilschmiedia tovarensis,0.98189;0.05248;0.03908;0.03245;0.01506,200,
278_08754_californica,278,97a60322-d625-4faf-a8f6-33c6013e6fbf.jpg;0d44c24f-a94d-42d7-a7b4-2c1c5060727a.jpg;414572f3-b21f-4e87-abe6-743bcd8c1857.jpg,Umbellularia californica,0.97719,Umbellularia californica;Laurus nobilis;Laurus azorica;Salix alba;Quercus ilex,0.97719;0.69551;0.09434;0.08052;0.04755,200,
279_08755_arborea,279,50dbe6b5-242a-4589-b87d-b41dc7c7a8c5.jpg;5edc8697-3a83-4df1-8a3e-0b3906e3b78e.jpg;54f3d015-161c-4ed3-93aa-e76d303eb14e.jpg,Hedycarya arborea,0.75529,Hedycarya arborea;Pseudopanax lessonii;Hydrangea barbara;Pisonia macranthocarpa;Lippia myriocephala,0.75529;0.02654;0.02646;0.02226;0.02187,200,
280_08756_glabra,280,46fa1412-4dc9-4a60-9866-d2df4e99548c.jpg;01f8251a-9542-410e-87ca-59cb80b7b82d.jpg;c2466cc9-b952-42a0-9a06-d7e2c848fbb9.jpg,Annona glabra,0.98665,Annona glabra;Landolphia lanceolata;Annona paludosa;Annona sericea;Juglans californica,0.98665;0.46727;0.06703;0.01469;0.01285,200,
281_08757_triloba,281,3eeea512-43c5-460d-b110-0a0f42dd9add.jpg;5efb855a-3ac8-4cdd-b8f0-bc34ea7aaad5.jpg;02321a96-c0c0-4135-93cc-2b2cdd0bda45.jpg,Asimina triloba,0.90074,Asimina triloba;Asimina parviflora;Lindera benzoin;Prunus padus;Aralia nudicaulis,0.90074;0.23111;0.05989;0.03088;0.02029,200,
282_08758_tulipifera,282,96a86e96-3062-4ca2-b7ab-dbe48914d520.jpg;725688ba-7370-4630-b05b-4f75059980ee.jpg;4b1c1a0f-1a0b-4081-a0a9-189966100552.jpg,Liriodendron tulipifera,0.6545,Liriodendron tulipifera;Liriodendron chinense;Solanum wrightii;Alangium platanifolium;Acer campestre,0.6545;0.58907;0.0026;0.00231;0.00195,200,
283_08759_acuminata,283,9356c482-e85b-4610-98e7-5f2de8597b00.jpg;9d222f5f-78a8-4aa4-81ca-2ce725581a23.jpg;2d8be748-3ba1-44fa-ac0c-d6cc5332123b.jpg,Magnolia acuminata,0.86821,Magnolia acuminata;Erythrina crista-galli;Magnolia kobus;Magnolia liliiflora;Magnolia × soulangeana,0.86821;0.37999;0.16186;0.08021;0.05193,200,
284_08761_grandiflora,284,8db7ec9e-12ac-4057-b9bb-dcb6203505c7.jpg;e20a8831-a4b0-4db3-ab8a-de0e983dcdf3.jpg;3e848384-3b5e-49ac-b517-db117798d496.jpg,Magnolia virginiana,0.75495,Magnolia virginiana;Magnolia grandiflora;Prunus laurocerasus;Eriobotrya japonica;Sideroxylon cinereum,0.75495;0.42764;0.02162;0.01892;0.01528,200,
285_08855_mangle,285,b888292c-6c97-4d0b-a8d2-843102a34a2d.jpg;f3dae9b2-09e1-4167-8751-6509e2c88c6b.jpg;60fdf3c6-2b2e-4866-96db-62f44788bb7e.jpg,Rhizophora mangle,0.63433,Rhizophora mangle;Avicennia germinans;Avicennia officinalis;Pelliciera rhizophorae;Rhizophora apiculata,0.63433;0.42647;0.27725;0.12709;0.11089,200,
286_08856_alba,286,f88afb0d-8f6f-46de-a4c4-1e8b9000b0b7.jpg;f2b91c10-56ed-4c21-a4ca-334ab8b532ca.jpg;243e5727-e02e-4ef9-be08-a4d5fc05331e.jpg,Populus alba,0.89511,Populus alba;Populus × canescens;Populus tremula;Populus euphratica;Populus nigra,0.89511;0.223;0.02938;0.0148;0.01305,200,
287_08857_balsamifera,287,cc53a423-b5fa-47f5-a1db-650b5a0dde39.jpg;c6bc5b92-8cab-4158-9e7c-a04769a13f2f.jpg;5b27f032-9fb0-4dd2-8ef4-1ac3cfc03629.jpg,Populus balsamifera,0.4893,Populus balsamifera;Populus tristis;Pyrus calleryana;Pyrus ussuriensis;Populus × berolinensis,0.4893;0.25654;0.2056;0.03916;0.03479,200,
288_08858_deltoides,288,0941a7ff-7d2f-41ac-8e0f-234616a4cdef.jpg;f66331e8-1c18-4a39-8934-1ec4218e399f.jpg;aab72a0e-8e71-42d1-94f0-760994d2f90f.jpg,Populus deltoides,0.11635,Populus deltoides;Toxicodendron radicans;Ulmus minor;Fraxinus americana;Populus tremuloides,0.11635;0.05516;0.05341;0.04256;0.04175,200,
289_08859_fremontii,289,efe4c530-e9c5-4666-972f-3510ba68b0de.jpg;ed05c9b8-e82e-4592-a6bf-40d03719012d.jpg;911d4c8e-9285-45d5-b87b-eff5aef7f623.jpg,Populus nigra,0.48039,Populus nigra;Populus deltoides;Populus × canadensis;Populus fremontii;Populus simonii,0.48039;0.24323;0.13601;0.09048;0.01929,200,
290_08861_nigra,290,471e4cc7-3a79-47a9-b11a-502032dfbd96.jpg;c64aada0-5d67-407e-82b1-9adaf5d1cdaa.jpg;f168c255-7b2a-460a-98b0-6e468535127e.jpg,Populus nigra,0.65332,Populus nigra;Populus × canadensis;Betula populifolia;Populus × berolinensis;Populus deltoides,0.65332;0.36552;0.06249;0.03919;0.03395,200,
291_08863_tremuloides,291,188ef41c-389d-4af3-960c-3674408f74b5.jpg;24dd3b42-7a19-4039-aa20-16d04739d536.jpg;14083f3f-27ca-4da5-b2cf-b869799190ee.jpg,Populus tremula,0.81957,Populus tremula;Populus tremuloides;Betula lenta;Alnus incana;Fagus grandifolia,0.81957;0.61831;0.09597;0.04965;0.04943,200,
292_08864_trichocarpa,292,7fbce43e-46d3-4890-9f3c-6969597b58b6.jpg;13807a04-0c44-49a6-b7cb-4a0b2fc07b0a.jpg;40639d71-f57d-4d2d-8b58-ef3cdb939b6c.jpg,Populus balsamifera,0.32691,Populus balsamifera;Populus nigra;Populus ciliata;Amyris elemifera;Populus tremuloides,0.32691;0.10503;0.10386;0.05477;0.04848,200,
293_08865_alba,293,2ad633d0-6efd-43bb-84ad-8e4c17564380.jpg;d60b8b8f-f0c6-42e7-a4f8-9dfa8d3a3d76.jpg;6ec2a53f-7392-48ac-9a91-99f58d93a432.jpg,Salix alba,0.62897,Salix alba;Salix babylonica;Salix × pendulina;Salix euxina;Salix pierotii,0.62897;0.32582;0.25658;0.05183;0.02921,200,
294_08866_babylonica,294,c5a6a0ba-52be-4fee-8bc8-a1073a35c882.jpg;018e85d8-a610-4892-a16e-2c71b62e2004.jpg;ad345fff-6963-4685-8876-43b52449944d.jpg,Salix babylonica,0.88341,Salix babylonica;Salix alba;Salix × pendulina;Prosopis cineraria;Acacia salicina,0.88341;0.10781;0.05822;0.00917;0.00801,200,
295_08867_bebbiana,295,802c4be9-c93d-46b2-848d-2cf7c3570bd4.jpg;f2a7b7a8-93a9-4cd0-ab63-60d63125fdcd.jpg;b3c8d1fb-73bb-43a4-b507-65675da57c11.jpg,Salix bebbiana,0.34637,Salix bebbiana;Salix aurita;Salix myrsinifolia;Salix appendiculata;Salix caprea,0.34637;0.2721;0.23088;0.15046;0.10474,200,
296_08868_caprea,296,11ceaf95-2a12-471d-adf2-93090c436d39.jpg;9f871880-3d81-4744-84d5-c84a2c1eede8.jpg;622c3b61-59ee-4140-b5c1-cd4844658a11.jpg,Salix discolor,0.65767,Salix discolor;Salix aurita;Salix caprea;Salix hastata;Salix cinerea,0.65767;0.41149;0.30223;0.15656;0.07978,200,
297_08873_gooddingii,297,53a43fa3-76ce-447e-aa7e-3ed296939217.jpg;008fd937-0145-453e-a862-1d058bed161f.jpg;003b71eb-1742-4957-a0f5-e217fb23d41e.jpg,Salix gooddingii,0.26365,Salix gooddingii;Salix humboldtiana;Salix nigra;Salix babylonica;Ochetophila trinervis,0.26365;0.26079;0.18899;0.08568;0.08334,200,
298_08874_interior,298,37b1d1d7-59c1-40ac-87d0-0286bb50534b.jpg;401d4000-36a9-4dc7-a24b-3e81ab6769d5.jpg;ba62c348-6955-4ded-a01b-fbf7684a96ee.jpg,Salix exigua,0.76985,Salix exigua;Salix nigra;Salix humboldtiana;Salix eleagnos;Salix interior,0.76985;0.21415;0.08012;0.07086;0.05476,200,
299_08875_laevigata,299,68700a33-f221-482e-a9e6-c42611160317.jpg;112c7b2d-7a6d-4a95-adc0-1d9c7cb2afee.jpg;054277fe-3477-45c1-8a2a-d3687cfc4ea0.jpg,Salix laevigata,0.62131,Salix laevigata;Salix bonplandiana;Salix alba;Salix pentandra;Salix triandra,0.62131;0.28616;0.24061;0.18308;0.06563,200,
300_08876_lasiolepis,300,5e954e6c-9a7a-44e1-aae4-430ae93bb7ae.jpg;76d19d8e-87e0-455d-b08b-f643287124a7.jpg;e956ce92-e290-447f-9f92-d401a5800aaa.jpg,Salix lasiolepis,0.6802,Salix lasiolepis;Salix gooddingii;Salix triandra;Salix cinerea;Salix atrocinerea,0.6802;0.51486;0.11725;0.07469;0.06606,200,
301_08877_myrsinifolia,301,105b8a14-ea0d-4e14-bb63-fd1ebdefd358.jpg;49d5aa0d-3c1c-4007-bdf7-fb0ff7524a63.jpg;baf92a3b-b37e-419e-b6b1-3402da541f47.jpg,Salix hastata,0.42046,Salix hastata;Salix caprea;Salix pentandra;Salix alba;Salix aurita,0.42046;0.12419;0.08997;0.07859;0.05031,200,
302_08878_nigra,302,8ce6b4b5-75c6-4a55-8b2d-2c50102e2241.jpg;3acb06da-c811-474d-abbe-78eb8f257ed3.jpg;e69db923-ab91-4627-a478-801cd72e15de.jpg,Salix nigra,0.23985,Salix nigra;Salix × pendulina;Salix gooddingii;Salix babylonica;Salix humboldtiana,0.23985;0.16726;0.16554;0.12487;0.10395,200,
303_08880_triandra,303,c0ccf1be-1cee-47b4-8971-fa613f1f8061.jpg;24640a9f-f236-4f86-8429-194bb6876d40.jpg;c61afcaa-b58c-4fb4-ad23-44c483b4bb53.jpg,Salix triandra,0.37707,Salix triandra;Salix cinerea;Salix alba;Salix myrsinifolia;Salix euxina,0.37707;0.25598;0.22523;0.17084;0.148,200,
304_08881_viminalis,304,b7dca0f4-3aee-458f-aed8-960c767ec07c.jpg;483f9924-9176-4eca-ab0f-18f7315b47fb.jpg;da59d143-a646-48a2-b3b9-1e911011dfa5.jpg,Salix eleagnos,0.41556,Salix eleagnos;Salix viminalis;Salix exigua;Salix purpurea;Salix alba,0.41556;0.41353;0.10142;0.09687;0.07924,200,
305_08919_vitifolium,305,0c7ac34c-c736-4d1b-899f-258b172f6e16.jpg;acf2fdc4-2adb-4d58-984a-057667e35c08.jpg;fd0e3449-e012-4075-87b0-6284b9e1b59f.jpg,Cochlospermum vitifolium,0.54689,Cochlospermum vitifolium;Cochlospermum religiosum;Handroanthus chrysanthus;Handroanthus albus;Cochlospermum regium,0.54689;0.42672;0.07463;0.04188;0.03135,200,
306_08931_digitata,306,d13121cc-37e2-4ddc-bd1d-64ac42f10291.jpg;4fe0ae00-366d-4c2e-a678-004bbdfd4bc8.jpg;7f6a8627-b458-4c9a-9499-6b7ff4feeb66.jpg,Adansonia digitata,0.91192,Adansonia digitata;Adansonia za;Melaleuca quinquenervia;Sphenostylis angustifolia;Ceiba pentandra,0.91192;0.08013;0.06281;0.06027;0.04917,200,
307_08937_pentandra,307,1d959f8c-ca13-4fb8-b382-10f726e274dd.jpg;13cdec56-e0d9-4a50-97e4-888df675ce91.jpg;ed288eee-dd45-411e-b2bc-8ecedb8ab7f7.jpg,Ceiba pentandra,0.69591,Ceiba pentandra;Lecythis ampla;Fraxinus angustifolia;Melia volkensii;Lecythis pisonis,0.69591;0.10812;0.1043;0.07911;0.06243,200,
308_08938_arborescens,308,70b55544-3a43-457d-8034-d9916148e78b.jpg;7751f6e9-3b28-49cb-9284-dae494f0b03b.jpg;7b3cf338-ff86-4e91-83be-e427cbc05af1.jpg,Entelea arborescens,0.70069,Entelea arborescens;Commersonia tahitensis;Commersonia bartramia;Triumfetta semitriloba;Triumfetta procumbens,0.70069;0.02123;0.01311;0.00836;0.00693,200,
309_08940_californicum,309,8ada36ab-a4b6-454c-be22-8ffb290ffc00.jpg;57113340-642f-474a-89ea-eabc0761a41c.jpg;04b5d35a-db9b-4194-a0f9-796105af3783.jpg,Fremontodendron californicum,0.40299,Fremontodendron californicum;Fremontodendron mexicanum;Dolichandra unguis-cati;Tecoma stans;Glaucium flavum,0.40299;0.08013;0.02638;0.02178;0.01291,200,
310_08941_hirsutum,310,06a0ff92-8137-41e3-95d9-da801068d8e9.jpg;6f8d7c9f-991e-4c79-80ec-84f4e0bc73d5.jpg;808c2f9a-0d8e-4c25-af90-a02292f55b50.jpg,Gossypium hirsutum,0.66906,Gossypium hirsutum;Gossypium herbaceum;Gossypium arboreum;Gossypium barbadense;Abelmoschus esculentus,0.66906;0.30853;0.06066;0.03827;0.00502,200,
311_08942_ulmifolia,311,ad95f4bf-958d-4378-8ffa-985c9ca035c3.jpg;edb2e16c-fb91-441f-afc9-630216f6dd7b.jpg;da8ebd3b-8916-4372-8c63-be18eb9e15e1.jpg,Guazuma ulmifolia,0.95064,Guazuma ulmifolia;Croton arboreus;Litchi chinensis;Naucleopsis capirensis;Nephelium ramboutan-ake,0.95064;0.08433;0.06986;0.03082;0.02932,200,
312_08968_aquatica,312,6d69f76f-466b-4779-bbdb-b758b4c43f36.jpg;b0660013-4339-4710-a83a-c730bfa5d073.jpg;22232d2c-09d7-4c12-a426-5fe7b84125fe.jpg,Pachira glabra,0.48179,Pachira glabra;Pachira aquatica;Heptapleurum macrostachyum;Tabernaemontana litoralis;Alstonia scholaris,0.48179;0.1614;0.09419;0.07277;0.06868,200,
313_08970_divaricatus,313,ba5f59f1-2e99-4dac-a97e-b2aca6d183d2.jpg;84451303-24f2-4022-8917-12a5b4153a8d.jpg;f00e0f3e-38be-4fda-96d8-1cdd13a569b4.jpg,Rhamnus lycioides,0.29606,Rhamnus lycioides;Flueggea tinctoria;Rhamnus oleoides;Salsola kali;Plagianthus divaricatus,0.29606;0.27336;0.17122;0.12703;0.09207,200,
314_08971_regius,314,a0aecb42-3e34-4437-b3d5-3af7a84619a1.jpg;bdf0ab76-ca3f-45d2-9ada-267d0851e6e6.jpg;ff288e66-0f2b-4e67-94e2-22b7373865b6.jpg,Plagianthus regius,0.33743,Plagianthus regius;Quercus suber;Quercus pubescens;Hoheria sexstylosa;Holodiscus discolor,0.33743;0.195;0.16092;0.15159;0.14446,200,
315_08982_populnea,315,3a8e25c3-fbd9-4291-8fdd-f93ed79647b9.jpg;a2ed9020-b583-4c7f-8893-f668b68b68d8.jpg;1dcf8eff-1121-4b5b-8273-4b6fc1d9dbc3.jpg,Thespesia populnea,0.91925,Thespesia populnea;Thespesia populneoides;Thespesia acutiloba;Thespesia gummiflua;Hibiscus tiliaceus,0.91925;0.0511;0.04103;0.03834;0.01988,200,
316_08983_americana,316,d7d3f5c7-71c9-417f-8180-2c51c377c547.jpg;d0ca551f-7ccb-4c24-a9f8-66eebd8bea8f.jpg;5e8874da-7f7c-4dff-b23f-b27cb7da0ce7.jpg,Tilia americana,0.49801,Tilia americana;Tilia platyphyllos;Aralia racemosa;Carya glabra;Castanea sativa,0.49801;0.18865;0.1254;0.10336;0.10221,200,
317_08987_calabura,317,e5b0e583-232b-4166-89f0-c1343deb09a2.jpg;d84ba42c-83c5-45c3-9eef-0f59dab00da5.jpg;cf3fb820-e286-4b06-a6ee-3642b7598cd8.jpg,Muntingia calabura,0.96518,Muntingia calabura;Grewia laevigata;Dicraspidia donnell-smithii;Luehea divaricata;Luehea candida,0.96518;0.0146;0.01278;0.01135;0.00314,200,
318_08988_gnidium,318,520fc71e-a96c-4849-9f61-5a7bc789e020.jpg;a9d7d1c8-fa48-4a9e-bf31-fbe567c522d1.jpg;3d9a8c69-da41-4a50-9b27-06eb3db828db.jpg,Daphne gnidium,0.99448,Daphne gnidium;Erigeron canadensis;Ozothamnus cinereus;Erigeron sumatrensis;Artemisia dracunculus,0.99448;0.02865;0.00382;0.00297;0.00223,200,
319_08993_erectus,319,11f5071f-211f-42d8-b1ab-0bacd87fe213.jpg;4623834b-96e9-4710-b116-ee999ccc1fd4.jpg;fd77bd73-c527-45d6-beb2-0adfe5640867.jpg,Conocarpus erectus,0.99159,Conocarpus erectus;Conocarpus lancifolius;Cephalanthus glabratus;Codia spatulata,0.99159;0.00176;0.00099;0.00089,200,
320_08994_racemosa,320,25abb5ed-57a5-4b20-8263-c35738a950dd.jpg;9893429a-2058-4e2a-a3a3-901ec32a6f8b.jpg;8e139ca2-9b3c-40f8-b103-7028cbcb57e9.jpg,Laguncularia racemosa,0.58652,Laguncularia racemosa;Terminalia rubricarpa;Sonneratia alba;Avicennia marina;Sesuvium portulacastrum,0.58652;0.21072;0.0749;0.03685;0.0184,200,
321_08995_catappa,321,44380467-2fb9-4faf-8772-9aaa0aa5792b.jpg;6c68ce27-449f-476f-a745-78307126ea47.jpg;d0978701-7379-4884-a34c-235fba9fc1a8.jpg,Terminalia catappa,0.99647,Terminalia catappa;Genipa americana;Eriobotrya japonica;Barringtonia edulis;Cordia superba,0.99647;0.02992;0.00693;0.00598;0.00484,200,
322_09003_granatum,322,4c37d000-4b53-4e5e-a834-0a322dd6b1c8.jpg;5aaf8b91-938b-4932-8556-c30da97e130e.jpg;209e6855-8bb8-4f93-97ed-49cd99878a8d.jpg,Punica granatum,0.98848,Punica granatum;Syzygium cymosum;Lafoensia pacari;Psidium guajava;Syzygium jambos,0.98848;0.03303;0.02425;0.02001;0.01975,200,
323_09010_camaldulensis,323,493b7b5c-0f56-469f-b155-3a1ca68df0ee.jpg;acb84eb4-2542-4d00-a39b-978024adcf81.jpg;8d34c4e4-f191-4154-9deb-0bee076cb00d.jpg,Eucalyptus camaldulensis,0.35242,Eucalyptus camaldulensis;Eucalyptus polyanthemos;Eucalyptus globulus;Eucalyptus crebra;Eucalyptus cephalocarpa,0.35242;0.30268;0.24547;0.14831;0.1047,200,
324_09011_globulus,324,9d2e7e54-248e-4228-8273-96e72cde9845.jpg;a40da121-0df8-4ffb-8613-64f85a1cb11c.jpg;0351e05b-9916-4125-8458-d9bcbc91cf29.jpg,Eucalyptus globulus,0.90781,Eucalyptus globulus;Eucalyptus camaldulensis;Eucalyptus leucoxylon;Populus euphratica;Eucalyptus ochrophloia,0.90781;0.09323;0.08324;0.0342;0.03272,200,
325_09012_laevigatum,325,21c9d39d-55ec-49a7-8078-6bb06bd3f3e0.jpg;1fd926ce-324b-4208-bb34-6347d879aa9c.jpg;d9bee585-21df-4856-bf47-c98fdc348b07.jpg,Leptospermum laevigatum,0.66712,Leptospermum laevigatum;Leptospermum scoparium;Serissa japonica;Lycium barbarum;Melaleuca styphelioides,0.66712;0.02229;0.00492;0.00311;0.00232,200,
326_09013_scoparium,326,6f5ae174-6b86-47c8-aa4c-21e42d3fa661.jpg;5556b765-06b0-4195-b779-61c1654cd2b2.jpg;cc3201a7-68e8-479c-8ae6-1b77ae4e09cc.jpg,Leptospermum scoparium,0.43147,Leptospermum scoparium;Leptospermum squarrosum;Leptospermum turbinatum;Leptospermum rupestre;Leptospermum continentale,0.43147;0.23709;0.05423;0.05082;0.03813,200,
327_09014_bullata,327,cfb58dce-137c-4040-97ab-3d9250dba075.jpg;f82df02c-ea12-4fe8-b715-8781a53e5228.jpg;ca1361be-1ec8-4607-bd0c-2c94974e3580.jpg,Lophomyrtus bullata,0.99524,Lophomyrtus bullata;Lophomyrtus × ralphii;Carpodetus serratus;Luma apiculata;Coprosma arborea,0.99524;0.81734;0.00842;0.00698;0.00627,200,
328_09016_excelsa,328,ca98182f-055c-402e-a870-e272f12b0868.jpg;81707cf8-7599-4d87-adab-7af7242b5ef4.jpg;33e7d35c-f7d8-4702-bc00-4e76e7e36d79.jpg,Metrosideros collina,0.30644,Metrosideros collina;Metrosideros polymorpha;Metrosideros excelsa;Olea europaea;Spathodea campanulata,0.30644;0.21531;0.19223;0.08358;0.06589,200,
329_09017_fulgens,329,bbe01d5b-d312-4802-89c5-24d349b15023.jpg;7cc82ae7-8976-4c3d-9477-58cf0441537b.jpg;a55c781b-5e31-438d-973b-0efa4877ad03.jpg,Metrosideros nitida,0.31625,Metrosideros nitida;Metrosideros excelsa;Metrosideros collina;Metrosideros engleriana;Metrosideros carminea,0.31625;0.22454;0.13156;0.11124;0.09563,200,
330_09018_perforata,330,7206ff00-fd5e-4240-961c-9c42512179c6.jpg;404ac7d6-bad0-4ed9-988a-7c74504b98b9.jpg;7c3dcf40-1e78-4b66-a65b-3b65a568cc31.jpg,Metrosideros perforata,0.67168,Metrosideros perforata;Metrosideros diffusa;Buxus sempervirens;Metrosideros carminea;Lonicera ligustrina,0.67168;0.24865;0.14695;0.03733;0.03482,200,
331_09019_polymorpha,331,1162287f-6a41-4ea0-a94c-1f067291ee53.jpg;fee08589-205f-4870-8e19-2d1ec4b472c8.jpg;d36826e1-120f-4be2-a1e8-ddd90d8fa5bf.jpg,Metrosideros polymorpha,0.76087,Metrosideros polymorpha;Purpureostemon ciliatus;Metrosideros collina;Metrosideros excelsa;Xanthostemon francii,0.76087;0.10824;0.06166;0.01411;0.01403,200,
332_09020_robusta,332,9ce8cb22-9fb5-47ac-bc8a-388f17e566e5.jpg;84e607b4-6f98-4c0b-ba41-60e65347e5dc.jpg;241e531c-a779-480f-92bc-ede73b437e2c.jpg,Metrosideros robusta,0.94157,Metrosideros robusta;Astelia solandri;Metrosideros porphyrea;Nolina parviflora;Fascicularia bicolor,0.94157;0.45856;0.09796;0.04557;0.04334,200,
